"","TC_1_1.1","TC_1_1.2","TC_1_1.3","TC_1_1.4","TC_1_1.5","TC_1_1.6","TC_1_1.7","TC_1_1.8","TC_1_1.9","TC_1_1.10","TC_1_1.11","TC_1_1.12","TC_1_1.13","TC_1_1.14","TC_1_1.15","TC_1_1.16","TC_1_1.17","TC_1_1.18","TC_1_1.19","TC_1_1.20","TC_1_1.21","TC_1_1.22","TC_1_1.23","TC_1_1.24","TC_1_1.25","TC_1_1.26","TC_1_1.27","TC_1_1.28","TC_1_1.29","TC_1_1.30","TC_1_1.31","TC_1_1.32","TC_1_1.33","TC_1_1.34","TC_1_1.35","TC_1_1.36","TC_1_1.37"
"23 FEB2005",1.3203,138.4500,1.5389,0.69170,9.0980,7.4416,8.2605,1.6271,1.6695,1.8215,0.8640,0.5830,29.9350,242.1400,3.9523,15.6466,37.9130,80.4800,0.6960,36596.0000,1.9559,57.7330,1.7272,3.4528,10.2982,2.1473,7.6840,1325.7100,10.9281,7.5200,12208.0300,5.0179,72.1860,36.7017,50.8590,14.6735,3.4370
"24 FEB2005",1.3260,139.0700,1.5391,0.69395,9.0734,7.4413,8.2350,1.6511,1.6816,1.8309,0.8663,0.5836,29.8600,242.1100,3.9389,15.6466,37.8500,80.6800,0.6961,36331.0000,1.9559,57.8210,1.7145,3.4528,10.3425,2.1586,7.6845,1334.6200,10.9753,7.5105,12257.4900,5.0383,72.5570,36.7817,50.9110,14.7103,3.4546
"25 FEB2005",1.3165,138.7400,1.5426,0.68975,9.0724,7.4418,8.2615,1.6358,1.6824,1.8288,0.8635,0.5837,29.7230,242.2800,3.9233,15.6466,37.8580,80.2400,0.6961,36226.0000,1.9559,57.5420,1.7040,3.4528,10.2685,2.1520,7.6994,1327.5600,10.8967,7.5075,12206.2800,5.0037,71.9940,36.5471,50.5900,14.6851,3.4625
"28 FEB2005",1.3257,138.0400,1.5392,0.68975,9.0576,7.4430,8.2200,1.6340,1.6730,1.8178,0.8653,0.5838,29.7430,241.8400,3.9066,15.6466,37.8740,80.3300,0.6961,36433.0000,1.9559,57.8490,1.7009,3.4528,10.3396,2.1562,7.6734,1333.7900,10.9728,7.5010,12271.7400,5.0373,72.4640,36.6976,50.7570,14.6899,3.4520
"01 MAR2005",1.3216,137.9000,1.5357,0.68790,9.0517,7.4420,8.2120,1.6306,1.6771,1.8201,0.8638,0.5834,29.6300,241.7800,3.8763,15.6466,37.8380,80.2500,0.6961,36281.0000,1.9559,57.6680,1.6941,3.4528,10.3082,2.1448,7.7193,1327.5500,10.9389,7.4778,12255.9300,5.0227,72.3590,36.5877,50.5940,14.6674,3.4296
"02 MAR2005",1.3101,137.4300,1.5413,0.68590,9.0627,7.4433,8.2060,1.6286,1.6792,1.8077,0.8598,0.5830,29.6470,242.2100,3.9098,15.6466,37.8580,79.8800,0.6961,36443.0000,1.9559,57.1970,1.6841,3.4528,10.2185,2.1346,7.7544,1319.7900,10.8437,7.4650,12167.9900,4.9799,71.7830,36.3517,50.2640,14.5879,3.4505
"03 MAR2005",1.3144,137.8300,1.5461,0.68780,9.0464,7.4436,8.2210,1.6341,1.6746,1.8049,0.8620,0.5830,29.5850,242.2300,3.9040,15.6466,37.8960,79.8800,0.6962,36443.0000,1.9559,57.4500,1.6784,3.4528,10.2520,2.1381,7.7793,1322.6800,10.8793,7.4480,12213.1000,4.9957,72.2080,36.4605,50.5220,14.5626,3.4767
"04 MAR2005",1.3115,138.3300,1.5491,0.68760,9.0555,7.4438,8.2275,1.6317,1.6715,1.8031,0.8614,0.5827,29.6650,242.4400,3.9287,15.6466,37.8840,79.8200,0.6964,36497.0000,1.9559,57.3130,1.6732,3.4528,10.2295,2.1375,7.8168,1322.3900,10.8553,7.4670,12270.4900,4.9843,72.1080,36.3639,50.4570,14.5748,3.5341
"07 MAR2005",1.3197,138.8800,1.5518,0.68960,9.0365,7.4434,8.2160,1.6267,1.6682,1.7980,0.8636,0.5825,29.5500,241.8000,3.8758,15.6466,37.6500,79.8000,0.6963,36025.0000,1.9559,57.6270,1.6642,3.4528,10.2934,2.1483,7.7538,1325.9000,10.9232,7.4750,12313.2700,5.0151,72.0920,36.5538,50.6630,14.5507,3.5060
"08 MAR2005",1.3246,138.9400,1.5509,0.68890,9.0499,7.4448,8.2010,1.6242,1.6655,1.7964,0.8652,0.5823,29.5230,241.5300,3.8890,15.6466,37.6040,79.3900,0.6963,35867.0000,1.9559,57.8340,1.6792,3.4528,10.3317,2.1502,7.7414,1330.3000,10.9637,7.4700,12433.2500,5.0343,72.3940,36.6937,50.7900,14.5901,3.5656
"09 MAR2005",1.3346,139.1800,1.5535,0.69385,9.0530,7.4462,8.1750,1.6145,1.6855,1.8189,0.8672,0.5823,29.3310,241.6800,3.9040,15.6466,37.5550,79.1400,0.6960,35951.0000,1.9559,58.2250,1.7070,3.4528,10.4097,2.1639,7.7337,1336.0700,11.0465,7.4730,12465.6400,5.0717,72.6320,36.7703,51.0880,14.6842,3.6397
"10 MAR2005",1.3409,139.6200,1.5484,0.69645,9.0693,7.4459,8.1740,1.6112,1.6938,1.8147,0.8707,0.5825,29.5030,243.8800,3.9725,15.6466,37.7610,79.1400,0.6962,36051.0000,1.9559,58.3740,1.7215,3.4528,10.4580,2.1731,7.8918,1341.3000,11.0986,7.4740,12557.0700,5.0953,72.7480,36.8406,51.3950,14.8313,3.6621
"11 MAR2005",1.3416,139.6700,1.5500,0.69865,9.0630,7.4462,8.1770,1.6176,1.6944,1.8173,0.8718,0.5825,29.4750,243.2000,3.9519,15.6466,37.6490,79.2700,0.6960,35885.0000,1.9559,58.3730,1.7002,3.4528,10.4638,2.1733,7.8354,1342.1400,11.1044,7.4702,12564.0900,5.0981,72.6140,36.8420,51.3630,14.7701,3.6266
"14 MAR2005",1.3372,140.1200,1.5516,0.69740,9.0750,7.4467,8.1760,1.6157,1.6995,1.8142,0.8698,0.5821,29.6150,245.1300,4.0067,15.6466,37.8360,79.0100,0.6960,35988.0000,1.9559,58.2550,1.7290,3.4528,10.4298,2.1694,8.0040,1338.2700,11.0680,7.4458,12541.8800,5.0837,72.1410,36.7711,51.3050,14.8650,3.6686
"15 MAR2005",1.3383,139.7400,1.5503,0.69620,9.0958,7.4474,8.1860,1.6113,1.6911,1.8066,0.8707,0.5824,29.6250,244.7800,4.0054,15.6466,37.7560,78.5800,0.6959,36001.0000,1.9559,58.2650,1.7301,3.4528,10.4386,2.1679,8.0144,1343.5200,11.0771,7.4368,12523.0800,5.0869,72.4680,36.7727,51.4160,14.9220,3.6714
"16 MAR2005",1.3373,139.3300,1.5462,0.69600,9.0900,7.4472,8.2010,1.6094,1.6906,1.8065,0.8696,0.5828,29.8500,246.0800,4.0691,15.6466,38.4610,78.7100,0.6961,36153.0000,1.9559,58.2510,1.7783,3.4528,10.4305,2.1683,8.1594,1342.3800,11.0688,7.4370,12488.6400,5.0822,72.0530,36.7668,51.4100,15.0177,3.6812
"17 MAR2005",1.3378,139.7200,1.5471,0.69590,9.1023,7.4474,8.1410,1.6140,1.6876,1.8010,0.8699,0.5831,29.9780,247.8400,4.1171,15.6466,38.7750,78.2400,0.6961,36670.0000,1.9558,58.3370,1.7886,3.4528,10.4346,2.1717,8.2177,1338.9400,11.0730,7.4550,12527.0300,5.0844,72.3530,36.7632,51.5130,15.0576,3.7101
"18 MAR2005",1.3279,139.2800,1.5495,0.69345,9.1144,7.4478,8.1280,1.6027,1.6802,1.7951,0.8663,0.5834,29.7490,245.6600,4.0675,15.6466,38.2800,78.0800,0.6962,36276.0000,1.9558,57.8990,1.7546,3.4528,10.3552,2.1613,8.0401,1334.5400,10.9910,7.4508,12435.7500,5.0474,72.1570,36.5488,51.1640,14.9051,3.6174
"21 MAR2005",1.3199,139.0900,1.5516,0.69410,9.1371,7.4476,8.1400,1.6001,1.6751,1.7867,0.8654,0.5834,30.1440,247.1500,4.1267,15.6466,38.8950,77.4900,0.6962,36367.0000,1.9559,57.7100,1.7768,3.4528,10.2947,2.1524,8.1141,1331.9100,10.9248,7.4700,12414.6000,5.0157,71.4800,36.3990,50.9320,14.8119,3.6148
"22 MAR2005",1.3175,138.4500,1.5523,0.69410,9.1392,7.4480,8.1735,1.5872,1.6709,1.7855,0.8635,0.5838,29.9050,246.0300,4.0630,15.6466,38.7750,78.6500,0.6961,36449.0000,1.9559,57.5510,1.7606,3.4528,10.2762,2.1538,8.0058,1330.1500,10.9049,7.4825,12378.3900,5.0067,71.3130,36.3268,50.9100,14.7942,3.5835
"23 MAR2005",1.3050,137.7000,1.5557,0.69460,9.1114,7.4491,8.1818,1.5834,1.6790,1.8016,0.8606,0.5842,30.0780,247.7000,4.1198,15.6466,39.1200,79.7700,0.6961,36311.0000,1.9559,57.0420,1.7776,3.4528,10.1786,2.1393,8.0879,1316.0900,10.8015,7.4635,12272.1200,4.9585,70.6900,36.1378,50.4560,14.6692,3.5711
"24 MAR2005",1.2982,138.1000,1.5538,0.69440,9.1087,7.4497,8.2000,1.5809,1.6803,1.8211,0.8591,0.5842,30.0970,247.2800,4.1207,15.6466,39.0350,79.6800,0.6960,36600.0000,1.9558,56.7420,1.7575,3.4528,10.1258,2.1383,8.0565,1315.7300,10.7452,7.4520,12217.0100,4.9335,70.3680,35.9467,50.4970,14.6373,3.5411
"25 MAR2005","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"28 MAR2005","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"29 MAR2005",1.2926,138.6100,1.5522,0.68995,9.1197,7.4493,8.2190,1.5683,1.6736,1.8203,0.8571,0.5843,30.2050,248.2500,4.1571,15.6466,39.1480,79.4300,0.6960,36429.0000,1.9558,56.6240,1.8019,3.4528,10.0821,2.1348,8.2239,1317.4200,10.6989,7.4430,12300.3200,4.9098,70.6170,35.9852,50.7130,14.5970,3.5157
"30 MAR2005",1.2943,139.1300,1.5513,0.68770,9.1325,7.4493,8.1860,1.5685,1.6790,1.8266,0.8579,0.5845,30.0850,247.1500,4.1118,15.6466,38.8700,79.3300,0.6959,36677.0000,1.9559,56.6390,1.7846,3.4528,10.0949,2.1374,8.1941,1324.7200,10.7129,7.4375,12305.1800,4.9195,70.8990,36.0352,50.9620,14.5607,3.4827
"31 MAR2005",1.2964,138.4400,1.5486,0.68850,9.1430,7.4495,8.2060,1.5737,1.6763,1.8237,0.8579,0.5846,29.9550,247.2000,4.0807,15.6466,38.6720,78.6400,0.6960,36767.0000,1.9559,56.6830,1.7572,3.4528,10.1110,2.1377,8.0898,1316.4900,10.7303,7.4170,12274.8900,4.9250,71.1990,36.1404,50.6500,14.5086,3.4662
"01 ABR2005",1.2959,139.0700,1.5527,0.68665,9.1687,7.4502,8.1950,1.5736,1.6803,1.8239,0.8579,0.5840,30.0310,247.2500,4.0876,15.6466,38.7500,78.5900,0.6960,36627.0000,1.9558,56.6830,1.7521,3.4528,10.1063,2.1449,8.0119,1306.0100,10.7255,7.4220,12272.1700,4.9243,70.9440,36.1150,50.7450,14.4754,3.4711
"04 ABR2005",1.2883,139.1800,1.5535,0.68700,9.1818,7.4502,8.1980,1.5691,1.6777,1.8214,0.8564,0.5846,30.0200,247.3600,4.1113,15.6466,38.8850,78.4300,0.6961,36498.0000,1.9441,56.3420,1.7564,3.4528,10.0480,2.1456,7.9968,1305.6000,10.6626,7.4250,12219.5300,4.8954,70.6310,35.9380,50.9390,14.4162,3.4354
"05 ABR2005",1.2810,139.1600,1.5541,0.68410,9.1765,7.4500,8.1640,1.5683,1.6758,1.8188,0.8539,0.5846,29.9950,247.4400,4.1297,15.6466,38.9350,78.3200,0.6961,36449.0000,1.9558,56.0330,1.7515,3.4528,9.9914,2.1329,7.9995,1303.4200,10.6022,7.4190,12163.1000,4.8677,70.2310,35.7900,50.7900,14.3496,3.3748
"06 ABR2005",1.2860,139.7500,1.5508,0.68505,9.1612,7.4500,8.1670,1.5708,1.6804,1.8092,0.8546,0.5842,29.9560,247.2300,4.1273,15.6466,38.9150,78.7600,0.6961,36492.0000,1.9558,56.2050,1.7462,3.4528,10.0302,2.1378,7.8774,1303.2300,10.6436,7.4150,12191.2800,4.8867,70.3760,35.8450,50.8720,14.4483,3.3570
"07 ABR2005",1.2923,139.8400,1.5497,0.68740,9.1478,7.4493,8.1620,1.5746,1.6798,1.8057,0.8584,0.5833,29.9580,246.4000,4.1081,15.6466,38.9000,78.9400,0.6962,36447.0000,1.9559,56.4790,1.7354,3.4528,10.0790,2.1383,7.9137,1308.4500,10.6957,7.4110,12263.9300,4.9106,70.3980,35.9630,51.1960,14.4861,3.3513
"08 ABR2005",1.2819,139.4600,1.5505,0.68590,9.1597,7.4489,8.1635,1.5749,1.6717,1.7976,0.8540,0.5830,29.9450,245.9600,4.1110,15.6466,38.8250,78.7200,0.6963,36447.0000,1.9558,56.0490,1.7335,3.4528,9.9979,2.1288,7.9483,1301.3800,10.6096,7.4020,12178.0500,4.8711,69.9850,35.7250,50.8960,14.3229,3.3292
"11 ABR2005",1.2971,139.7600,1.5489,0.68640,9.1703,7.4491,8.1730,1.5927,1.6745,1.8002,0.8594,0.5829,29.8970,245.8700,4.0879,15.6466,38.7200,79.5100,0.6961,36359.0000,1.9559,56.6940,1.7507,3.4528,10.1166,2.1394,7.8754,1316.5600,10.7354,7.3950,12309.4800,4.9289,70.4000,36.0300,51.3650,14.3792,3.3433
"12 ABR2005",1.2985,139.9700,1.5494,0.68540,9.1578,7.4502,8.1760,1.6022,1.6738,1.7983,0.8593,0.5829,29.8930,245.9300,4.0793,15.6466,38.6600,80.4700,0.6960,36176.0000,1.9559,56.7320,1.7467,3.4528,10.1272,2.1388,7.9634,1315.9000,10.7470,7.3950,12318.8700,4.9342,70.3460,36.0630,51.5110,14.4079,3.3579
"13 ABR2005",1.2922,138.7100,1.5499,0.68335,9.1515,7.4500,8.1910,1.5979,1.6598,1.7852,0.8558,0.5829,29.9120,246.1500,4.0873,15.6466,38.6860,81.6000,0.6960,36085.0000,1.9559,56.5490,1.7373,3.4528,10.0783,2.1233,7.9176,1306.9300,10.6949,7.3910,12253.2900,4.9103,69.8760,35.9150,51.0420,14.2983,3.3084
"14 ABR2005",1.2820,138.6400,1.5547,0.68135,9.1680,7.4517,8.2465,1.5956,1.6598,1.7719,0.8527,0.5829,29.9630,246.8700,4.1218,15.6466,38.8900,81.1700,0.6959,36252.0000,1.9559,56.0560,1.7472,3.4528,9.9982,2.1215,7.9455,1303.2800,10.6105,7.3750,12204.6400,4.8715,69.7730,35.6950,50.9430,14.2268,3.2972
"15 ABR2005",1.2868,139.0800,1.5532,0.68200,9.1785,7.4531,8.2320,1.6000,1.6717,1.7994,0.8562,0.5828,30.0960,247.7500,4.1425,15.6466,39.2460,80.9700,0.6959,36248.0000,1.9559,56.3090,1.7776,3.4528,10.0354,2.1340,8.1191,1315.7500,10.6502,7.3800,12272.2100,4.8897,70.2910,35.8650,51.0750,14.3392,3.3365
"18 ABR2005",1.2967,139.6000,1.5476,0.68320,9.1770,7.4536,8.2200,1.6193,1.6900,1.8119,0.8573,0.5825,30.1900,248.4700,4.1916,15.6466,39.5950,81.7800,0.6959,36138.0000,1.9559,56.7310,1.7934,3.4528,10.1129,2.1470,8.1469,1322.2400,10.7321,7.3820,12422.3900,4.9274,70.8970,36.0600,51.3170,14.4310,3.4035
"19 ABR2005",1.2996,139.5400,1.5450,0.68070,9.2005,7.4529,8.2075,1.6209,1.6947,1.8086,0.8586,0.5822,30.4290,250.4000,4.2082,15.6466,39.8250,81.8800,0.6960,36305.0000,1.9559,56.8430,1.7890,3.4528,10.1357,2.1472,8.1098,1317.5300,10.7561,7.3650,12443.6700,4.9384,70.7310,36.1000,51.3950,14.4351,3.3804
"20 ABR2005",1.3049,139.5000,1.5440,0.68130,9.1923,7.4518,8.1865,1.6162,1.6840,1.7987,0.8599,0.5822,30.2050,248.2300,4.1577,15.6466,39.5000,81.6200,0.6959,36330.0000,1.9559,57.0050,1.7730,3.4528,10.1775,2.1508,8.0372,1316.5100,10.8000,7.3830,12508.1200,4.9585,70.9540,36.1860,51.4020,14.4287,3.3414
"21 ABR2005",1.3058,140.2700,1.5427,0.68475,9.1855,7.4494,8.1560,1.6226,1.6872,1.7976,0.8599,0.5822,30.1960,248.2000,4.1701,15.6466,39.5350,81.7500,0.6961,36129.0000,1.9559,57.0920,1.7813,3.4528,10.1844,2.1564,7.9636,1314.0300,10.8075,7.3800,12633.6200,4.9619,71.2380,36.1940,51.7160,14.4626,3.3304
"22 ABR2005",1.3077,138.9600,1.5435,0.68285,9.1704,7.4497,8.1625,1.6148,1.6773,1.7911,0.8606,0.5822,30.2780,249.1500,4.1820,15.6466,39.5900,81.4600,0.6959,36000.0000,1.9559,57.1420,1.7762,3.4528,10.1943,2.1540,7.9280,1313.0600,10.8232,7.3860,12652.0000,4.9692,70.8450,36.2500,51.5950,14.4090,3.3277
"25 ABR2005",1.2966,137.3100,1.5441,0.67865,9.1523,7.4490,8.1550,1.6082,1.6637,1.7746,0.8552,0.5821,30.3550,249.9800,4.2033,15.6466,39.8000,82.0900,0.6962,36148.0000,1.9559,56.6180,1.7720,3.4528,10.1095,2.1343,7.8714,1295.3000,10.7313,7.3940,12641.8500,4.9270,70.1140,36.0050,51.0930,14.3698,3.2949
"26 ABR2005",1.2981,137.5400,1.5418,0.68115,9.1453,7.4489,8.1315,1.6112,1.6661,1.7831,0.8564,0.5821,30.2470,249.2300,4.2054,15.6466,39.6950,82.4600,0.6962,36183.0000,1.9559,56.6130,1.7662,3.4528,10.1235,2.1384,7.9119,1296.5400,10.7437,7.3850,12572.1000,4.9327,70.5190,36.0350,51.2570,14.3379,3.2725
"27 ABR2005",1.2920,137.3500,1.5434,0.67960,9.1403,7.4472,8.1270,1.6121,1.6654,1.7917,0.8545,0.5820,30.2250,249.5200,4.2197,15.6466,39.6200,82.3600,0.6961,36160.0000,1.9559,56.5020,1.7763,3.4528,10.0761,2.1290,7.8992,1295.7500,10.6932,7.3750,12351.5200,4.9095,70.2530,35.9250,51.1430,14.3465,3.2660
"28 ABR2005",1.2905,136.6300,1.5397,0.67730,9.1413,7.4470,8.1450,1.6172,1.6591,1.7756,0.8526,0.5818,30.5200,252.0900,4.2712,15.6466,39.8630,82.3000,0.6961,36174.0000,1.9559,56.3330,1.7893,3.4528,10.0646,2.1250,7.9202,1293.8600,10.6808,7.3650,12362.9900,4.9038,70.1970,35.8800,51.0600,14.3627,3.2527
"29 ABR2005",1.2957,136.2400,1.5374,0.67750,9.1805,7.4460,8.1430,1.6191,1.6565,1.7669,0.8542,0.5818,30.4990,252.5100,4.2715,15.6466,39.4350,81.6700,0.6961,36180.0000,1.9559,56.3070,1.8031,3.4528,10.1017,2.1191,7.9067,1291.9400,10.7239,7.3620,12386.8900,4.9236,70.1300,35.9890,51.1100,14.3676,3.2823
"02 MAY2005",1.2863,135.5400,1.5402,0.67625,9.1994,7.4454,8.1365,1.6189,1.6481,1.7621,0.8512,0.5823,30.3850,252.0500,4.2637,15.6466,39.3450,81.2000,0.6961,36226.0000,1.9559,56.0540,1.7838,3.4528,10.0288,2.1067,7.8403,1287.7100,10.6461,7.3550,12264.8700,4.8878,69.5570,35.7580,50.8300,14.2198,3.2385
"03 MAY2005",1.2856,135.2300,1.5438,0.67995,9.2249,7.4443,8.1440,1.6153,1.6625,1.7731,0.8512,0.5823,30.3230,251.5500,4.2295,15.6466,39.2700,82.2400,0.6961,36230.0000,1.9559,56.0510,1.7673,3.4528,10.0226,2.1078,7.8801,1288.8100,10.6403,7.3550,12258.2000,4.8852,69.7120,35.7850,50.8270,14.1951,3.2270
"04 MAY2005",1.2953,135.2100,1.5410,0.68175,9.1718,7.4439,8.1115,1.6176,1.6652,1.7712,0.8537,0.5808,30.1480,250.0500,4.1950,15.6466,38.8900,82.9500,0.6961,36231.0000,1.9559,56.3200,1.7534,3.4528,10.0920,2.1181,7.8145,1294.9100,10.7206,7.3500,12318.3000,4.9220,70.0430,35.9950,51.1380,14.1970,3.2149
"05 MAY2005",1.2954,135.2800,1.5457,0.68070,9.1680,7.4449,8.1119,1.6158,1.6589,1.7635,0.8536,0.5797,29.9610,248.9100,4.1542,15.6466,38.8040,83.1400,0.6958,36326.0000,1.9559,56.2540,1.7352,3.4528,10.0960,2.1194,7.7365,1295.0100,10.7214,7.3460,12319.2500,4.9239,69.8800,35.9900,51.1240,14.2052,3.1903
"06 MAY2005",1.2947,135.7100,1.5485,0.68205,9.1633,7.4433,8.1115,1.6058,1.6622,1.7612,0.8538,0.5793,29.8990,249.6800,4.1310,15.6466,38.7600,83.0700,0.6959,36179.0000,1.9559,56.2380,1.7476,3.4528,10.0897,2.1244,7.7886,1292.2400,10.7156,7.3440,12283.4700,4.9198,69.9460,35.9880,51.0330,14.1628,3.1841
"09 MAY2005",1.2824,135.4600,1.5476,0.68150,9.1823,7.4412,8.1265,1.5876,1.6588,1.7552,0.8504,0.5791,29.8500,249.5000,4.1197,15.6466,38.6450,82.8400,0.6962,36079.0000,1.9559,55.7160,1.7383,3.4528,9.9993,2.1084,7.8329,1283.5500,10.6138,7.3250,12160.3600,4.8730,69.3460,35.6460,50.7040,14.0685,3.1839
"10 MAY2005",1.2854,135.8600,1.5467,0.68280,9.2005,7.4419,8.0910,1.5918,1.6615,1.7596,0.8520,0.5791,30.0350,251.3300,4.1673,15.6466,38.8700,83.2100,0.6960,36123.0000,1.9559,55.8520,1.7496,3.4528,10.0241,2.1141,7.9548,1284.2400,10.6386,7.3250,12153.4600,4.8844,69.6370,35.7350,50.7670,14.1252,3.1482
"11 MAY2005",1.2882,135.7000,1.5443,0.68410,9.2008,7.4433,8.0830,1.6001,1.6543,1.7570,0.8528,0.5784,30.0500,250.6800,4.1695,15.6466,38.9100,83.4900,0.6960,36196.0000,1.9559,55.7440,1.7636,3.4528,10.0449,2.1148,7.9453,1288.2000,10.6618,7.3320,12181.2200,4.8951,69.8000,35.8320,50.6990,14.2211,3.1775
"12 MAY2005",1.2771,135.6600,1.5461,0.68330,9.2105,7.4428,8.0920,1.5955,1.6565,1.7675,0.8498,0.5783,29.9300,250.3800,4.1402,15.6466,38.8180,84.2900,0.6959,36114.0000,1.9559,55.2970,1.7316,3.4528,9.9582,2.1088,7.9643,1276.5900,10.5699,7.3250,12094.1400,4.8529,69.1870,35.5930,50.3670,14.0845,3.1413
"13 MAY2005",1.2635,135.2000,1.5449,0.68015,9.2067,7.4427,8.0960,1.5840,1.6581,1.7712,0.8460,0.5775,30.0000,250.5600,4.1656,15.6466,38.8880,84.2500,0.6961,36168.0000,1.9559,54.7920,1.7298,3.4528,9.8538,2.0939,8.0115,1265.5200,10.4574,7.3090,11971.6600,4.8012,68.5130,35.2900,49.9480,13.9360,3.1310
"16 MAY2005",1.2616,135.6300,1.5445,0.68690,9.2240,7.4424,8.1136,1.6016,1.6698,1.7857,0.8470,0.5773,30.1550,252.7000,4.2237,15.6466,39.1500,84.2500,0.6961,36156.0000,1.9559,54.8870,1.7469,3.4528,9.8394,2.0947,8.0468,1273.2100,10.4416,7.3100,11953.6600,4.7940,68.7760,35.3370,50.3120,13.9295,3.1286
"17 MAY2005",1.2636,135.5200,1.5430,0.68735,9.2260,7.4430,8.0956,1.6049,1.6701,1.7823,0.8470,0.5770,30.2700,252.9800,4.2133,15.6466,39.0750,83.2900,0.6960,36120.0000,1.9559,54.9540,1.7460,3.4528,9.8552,2.0934,8.1124,1269.4100,10.4582,7.3150,11909.4300,4.8016,68.6580,35.3750,50.3710,13.9303,3.1378
"18 MAY2005",1.2621,135.4400,1.5426,0.68835,9.2162,7.4457,8.0940,1.5976,1.6690,1.7821,0.8470,0.5770,30.2680,252.6500,4.1973,15.6466,39.0380,82.9400,0.6961,36151.0000,1.9559,54.8530,1.7380,3.4528,9.8395,2.0858,8.1191,1268.6600,10.4458,7.3300,11926.8500,4.7959,68.8790,35.3530,50.3260,13.8525,3.1308
"19 MAY2005",1.2642,135.6200,1.5433,0.68720,9.1910,7.4462,8.1135,1.5952,1.6669,1.7765,0.8470,0.5772,30.2050,251.4500,4.1615,15.6466,38.8900,82.1300,0.6963,36144.0000,1.9559,54.9500,1.7266,3.4528,9.8498,2.0913,8.0987,1270.6500,10.4632,7.3220,11946.6900,4.8039,69.0570,35.3400,50.4560,13.8228,3.0909
"20 MAY2005",1.2607,135.9800,1.5483,0.68715,9.1885,7.4470,8.1345,1.5890,1.6636,1.7761,0.8456,0.5769,30.2400,251.9500,4.1736,15.6466,38.9100,81.9600,0.6960,36173.0000,1.9559,54.7970,1.7228,3.4528,9.8224,2.0906,8.0849,1266.2500,10.4342,7.3210,11913.6200,4.7906,68.8030,35.2950,50.3720,13.8262,3.0805
"23 MAY2005",1.2548,135.4500,1.5467,0.68630,9.1800,7.4491,8.1130,1.5848,1.6599,1.7729,0.8443,0.5767,30.3540,252.4500,4.1796,15.6466,39.0400,81.9300,0.6962,36165.0000,1.9558,54.6110,1.7422,3.4528,9.7717,2.0839,8.2345,1260.1300,10.3854,7.3260,11882.9600,4.7681,68.6500,35.2150,50.3030,13.7454,3.0563
"24 MAY2005",1.2617,135.3900,1.5467,0.68765,9.1812,7.4484,8.0885,1.5893,1.6527,1.7662,0.8468,0.5767,30.3510,253.9000,4.1808,15.6466,38.9750,81.0300,0.6960,36163.0000,1.9620,54.8970,1.7504,3.4528,9.8146,2.0877,8.2052,1262.8400,10.4425,7.3130,11948.3000,4.7944,68.7940,35.3360,50.4870,13.8083,3.0673
"25 MAY2005",1.2564,135.3300,1.5458,0.68785,9.1783,7.4468,8.0560,1.5831,1.6528,1.7648,0.8452,0.5767,30.5460,255.1800,4.1834,15.6466,39.2150,81.1100,0.6960,36175.0000,1.9555,54.7040,1.7455,3.4528,9.7770,2.0828,8.2404,1257.2800,10.3986,7.3151,11906.2700,4.7742,68.3920,35.2300,50.4860,13.7614,3.0378
"26 MAY2005",1.2523,135.5800,1.5472,0.68740,9.2000,7.4438,8.0090,1.5886,1.6473,1.7595,0.8430,0.5764,30.4950,254.2600,4.1775,15.6466,39.2100,81.0200,0.6959,36144.0000,1.9559,54.5030,1.7358,3.4528,9.7439,2.0801,8.2949,1254.5500,10.3647,7.3180,11884.3300,4.7586,68.2820,35.1800,50.5990,13.7118,3.0339
"27 MAY2005",1.2551,135.2700,1.5479,0.68710,9.1975,7.4434,7.9710,1.5845,1.6475,1.7590,0.8451,0.5764,30.5160,253.1600,4.1617,15.6466,39.1890,81.1300,0.6962,36168.0000,1.9558,54.6290,1.7280,3.4528,9.7623,2.0816,8.3279,1258.3600,10.3878,7.3150,11907.7600,4.7693,68.2460,35.2350,50.7790,13.7399,3.0130
"30 MAY2005",1.2472,134.6800,1.5447,0.68495,9.1768,7.4427,7.9585,1.5679,1.6386,1.7512,0.8416,0.5763,30.4770,254.0100,4.1440,15.6466,39.1340,80.5600,0.6960,36195.0000,1.9558,54.3630,1.7134,3.4528,9.7025,2.0720,8.2824,1250.3800,10.3225,7.3200,11830.9400,4.7393,67.8660,35.0610,50.3700,13.5952,2.9771
"31 MAY2005",1.2331,133.4700,1.5372,0.67710,9.1608,7.4423,7.9390,1.5531,1.6309,1.7454,0.8360,0.5760,30.3720,253.6000,4.1160,15.6466,39.0640,79.8100,0.6960,36215.0000,1.9554,53.9430,1.6748,3.4528,9.5926,2.0552,8.2849,1242.9000,10.2058,7.3270,11723.7000,4.6858,67.2290,34.8370,50.0580,13.4272,2.9283
