"","TC_1_1.1","TC_1_1.2","TC_1_1.3","TC_1_1.4","TC_1_1.5","TC_1_1.6","TC_1_1.7","TC_1_1.8","TC_1_1.9","TC_1_1.10","TC_1_1.11","TC_1_1.12","TC_1_1.13","TC_1_1.14","TC_1_1.15","TC_1_1.16","TC_1_1.17","TC_1_1.18","TC_1_1.19","TC_1_1.20","TC_1_1.21","TC_1_1.22","TC_1_1.23","TC_1_1.24","TC_1_1.25","TC_1_1.26","TC_1_1.27","TC_1_1.28","TC_1_1.29","TC_1_1.30","TC_1_1.31","TC_1_1.32","TC_1_1.33","TC_1_1.34","TC_1_1.35","TC_1_1.36","TC_1_1.37"
"18 NOV2004",1.3024,135.5400,1.5171,0.70250,8.9645,7.4313,8.1265,1.5651,1.6685,1.8365,0.8588,0.5780,31.2670,245.9200,4.2540,15.6466,39.4080,86.7400,0.6812,39736.0000,1.9559,58.6130,1882100.0000,3.4528,10.1296,2.1485,7.8623,1387.9700,10.7800,7.5460,11718.6000,4.9495,73.2990,37.1818,52.3084,14.7326,3.5901
"19 NOV2004",1.3020,134.9700,1.5153,0.70120,8.9695,7.4306,8.1320,1.5660,1.6645,1.8344,0.8583,0.5784,31.1330,246.8000,4.2446,15.6466,39.2650,86.8800,0.6805,39864.0000,1.9559,58.6050,1876400.0000,3.4528,10.1248,2.1450,7.7954,1391.5800,10.7767,7.5460,11721.7100,4.9478,73.3380,37.1553,52.1210,14.7443,3.5942
"22 NOV2004",1.3033,134.4700,1.5157,0.70255,8.9569,7.4312,8.1680,1.5517,1.6657,1.8360,0.8582,0.5784,31.0900,246.2000,4.2283,15.6466,39.2550,87.0400,0.6809,39678.0000,1.9559,58.6180,1877000.0000,3.4528,10.1316,2.1436,7.8312,1388.5400,10.7891,7.5610,11735.3200,4.9522,73.3380,37.1673,51.8870,14.8388,3.6068
"23 NOV2004",1.3089,134.8100,1.5150,0.69950,8.9465,7.4310,8.1560,1.5508,1.6630,1.8370,0.8605,0.5785,31.0180,244.8000,4.2027,15.6466,39.2550,87.0600,0.6809,39409.0000,1.9559,58.8590,1878500.0000,3.4528,10.1788,2.1497,7.8472,1395.0300,10.8296,7.5655,11783.5000,4.9724,73.6580,37.3140,52.1720,14.8607,3.5857
"24 NOV2004",1.3146,135.2600,1.5143,0.69985,8.9270,7.4305,8.1320,1.5537,1.6687,1.8481,0.8614,0.5786,31.0210,245.1000,4.2156,15.6466,39.3150,87.0600,0.6824,39474.0000,1.9559,59.2490,1877100.0000,3.4528,10.2181,2.1578,7.8432,1402.2800,10.8834,7.5995,11801.6800,4.9968,74.0650,37.3420,52.1900,14.8361,3.6370
"25 NOV2004",1.3213,135.7500,1.5113,0.70060,8.9260,7.4291,8.1195,1.5572,1.6703,1.8464,"_",0.5791,30.9920,245.7300,4.2174,15.6466,39.2550,87.0400,0.6844,39442.0000,1.9559,59.5170,1891000.0000,3.4528,10.2687,2.1675,7.7729,1396.8800,10.9397,7.6099,11843.7800,5.0231,74.3810,37.4196,52.1730,14.8888,3.6307
"26 NOV2004",1.3238,136.3900,1.5146,0.69970,8.9214,7.4290,8.1060,1.5631,1.6821,1.8506,0.8641,0.5795,30.9950,245.2200,4.2133,15.6466,39.2850,86.6900,0.6849,39330.0000,1.9559,59.5810,1889000.0000,3.4528,10.2904,2.1727,7.7999,1385.7500,10.9596,7.5990,11917.3500,5.0318,74.3450,37.4920,52.1980,14.9271,3.6254
"29 NOV2004",1.3247,136.2400,1.5170,0.70100,8.9210,7.4287,8.0700,1.5675,1.6890,1.8502,0.8649,0.5796,31.0200,246.5400,4.2122,15.6466,39.2750,86.4700,0.6858,38922.0000,1.9559,59.2610,1896900.0000,3.4528,10.3010,2.1690,7.7180,1387.0900,10.9612,7.5720,11942.9200,5.0356,74.4410,37.3136,52.3170,14.9379,3.6266
"30 NOV2004",1.3295,136.5400,1.5114,0.69660,8.9238,7.4287,8.1050,1.5785,1.7147,1.8555,0.8656,0.5795,30.9880,245.7400,4.2075,15.6466,39.2800,86.4500,0.6872,38405.0000,1.9559,59.2910,1899800.0000,3.4528,10.3365,2.1772,7.7068,1393.8500,11.0084,7.5365,11999.9000,5.0535,74.6780,37.4280,52.5030,14.9401,3.6422
"01 DIC2004",1.3294,136.8300,1.5200,0.69155,8.9396,7.4303,8.1295,1.5845,1.7236,1.8604,0.8646,0.5794,30.9840,244.8300,4.1786,15.6466,39.2200,86.2200,0.6862,38378.0000,1.9559,59.0250,1890400.0000,3.4528,10.3365,2.1749,7.7288,1390.6900,11.0018,7.5675,11977.9000,5.0518,74.6260,37.2073,52.2790,14.8734,3.6101
"02 DIC2004",1.3314,136.7800,1.5268,0.68905,8.9755,7.4301,8.1665,1.5739,1.7071,1.8467,0.8645,0.5795,30.8950,244.3700,4.1730,15.6466,39.0250,85.3700,0.6854,38157.0000,1.9559,58.7400,1890700.0000,3.4528,10.3488,2.1771,7.7357,1386.6500,11.0225,7.5643,12023.4500,5.0597,74.6710,37.2987,52.1750,14.7903,3.6189
"03 DIC2004",1.3300,137.0500,1.5273,0.69010,8.9510,7.4300,8.1750,1.5928,1.7204,1.8579,0.8661,0.5794,30.7880,244.7500,4.1744,15.6466,39.0540,83.6500,0.6858,37209.0000,1.9559,58.7000,1882500.0000,3.4528,10.3378,2.1800,7.7592,1390.3800,11.0101,7.5705,12031.2100,5.0546,74.5620,37.1505,52.2680,14.8245,3.6241
"06 DIC2004",1.3435,137.4700,1.5272,0.69180,8.8992,7.4287,8.1430,1.6072,1.7310,1.8592,0.8694,0.5791,30.7860,245.4900,4.1707,15.6466,39.1350,83.9900,0.6890,38022.0000,1.9559,58.4420,1878300.0000,3.4528,10.4404,2.1955,7.6784,1398.3800,11.1268,7.5640,12174.8300,5.1065,75.3540,37.4430,52.6030,14.9176,3.6511
"07 DIC2004",1.3456,138.3000,1.5305,0.69060,8.9065,7.4292,8.1355,1.6074,1.7319,1.8626,0.8701,0.5791,30.7270,245.7400,4.1743,15.6466,39.0930,83.3800,0.6898,38293.0000,1.9559,58.8450,1880900.0000,3.4528,10.4571,2.1993,7.7176,1401.9800,11.1425,7.4725,12237.4200,5.1158,75.4370,37.5368,52.6720,14.9930,3.6670
"08 DIC2004",1.3300,138.6300,1.5330,0.68950,8.9627,7.4308,8.2105,1.6306,1.7586,1.8823,0.8660,0.5792,30.8840,245.8000,4.2055,15.6466,39.0970,82.2000,0.6877,38292.0000,1.9559,58.4690,1881600.0000,3.4528,10.3343,2.1901,7.7976,1408.0700,11.0208,7.5260,12215.3700,5.0565,74.6300,37.2409,52.5010,14.9870,3.6849
"09 DIC2004",1.3305,139.1700,1.5344,0.69190,8.9940,7.4312,8.2410,1.6275,1.7639,1.8794,0.8682,0.5792,30.7840,247.2300,4.1877,15.6466,39.0730,83.6900,0.6876,38392.0000,1.9559,58.7750,1912400.0000,3.4528,10.3484,2.1959,7.8301,1404.2100,11.0059,7.5365,12195.4100,5.0565,74.6890,37.2809,52.8340,14.9825,3.6613
"10 DIC2004",1.3191,139.5900,1.5349,0.69120,9.0140,7.4310,8.2180,1.6225,1.7609,1.8759,0.8654,0.5792,30.8680,247.7800,4.2077,15.6466,39.0880,83.6200,0.6860,38845.0000,1.9559,58.9180,1896000.0000,3.4528,10.2569,2.1884,7.7072,1408.0100,10.9207,7.5315,12217.6500,5.0137,74.3290,37.0956,52.3870,15.0515,3.6798
"13 DIC2004",1.3268,139.0100,1.5348,0.69225,8.9675,7.4303,8.2040,1.6271,1.7505,1.8674,0.8671,0.5788,30.6100,247.2100,4.2021,15.6466,38.9450,83.8000,0.6869,39294.0000,1.9559,58.6200,1898600.0000,3.4528,10.3166,2.1869,7.6297,1408.8000,10.9852,7.5260,12317.3500,5.0438,74.7470,37.3044,52.3420,15.0491,3.6797
"14 DIC2004",1.3317,139.7000,1.5368,0.69150,8.9573,7.4330,8.2000,1.6372,1.7494,1.8668,0.8679,0.5788,30.6080,246.5800,4.1786,15.6466,38.7850,84.1100,0.6883,39315.0000,1.9559,58.7530,1893200.0000,3.4528,10.3538,2.1896,7.6426,1409.2000,11.0241,7.5050,12412.3800,5.0609,74.9610,37.2831,52.6060,14.9900,3.6727
"15 DIC2004",1.3383,139.5100,1.5282,0.69115,8.9963,7.4340,8.2260,1.6479,1.7561,1.8705,0.8701,0.5788,30.6080,245.7500,4.1576,15.6466,38.7550,84.7400,0.6891,39197.0000,1.9559,58.9660,1898100.0000,3.4528,10.4051,2.1954,7.6875,1420.0700,11.0233,7.4840,12388.2800,5.0865,75.3540,37.3108,52.6250,15.0410,3.6764
"16 DIC2004",1.3401,138.9300,1.5320,0.68630,8.9615,7.4316,8.1855,1.6436,1.7516,1.8625,0.8694,0.5788,30.6200,245.6500,4.1612,15.6466,38.7610,84.9200,0.6886,38403.0000,1.9559,58.7920,1880100.0000,3.4528,10.4191,2.1973,7.6824,1415.8200,11.0986,7.5005,12427.3600,5.0943,75.4290,37.3579,52.3710,14.9801,3.6544
"17 DIC2004",1.3264,138.3700,1.5367,0.68585,8.9980,7.4318,8.2170,1.6351,1.7479,1.8583,0.8649,0.5788,30.4450,245.5800,4.1465,15.6466,38.6310,84.0900,0.6849,38736.0000,1.9559,58.2420,1864100.0000,3.4528,10.3193,2.1843,7.6747,1406.1200,10.9819,7.4770,12341.1100,5.0426,74.6640,37.0539,52.0910,14.9507,3.6268
"20 DIC2004",1.3378,139.4400,1.5382,0.68740,8.9630,7.4329,8.2290,1.6428,1.7516,1.8672,0.8692,0.5788,30.4600,244.9300,4.1223,15.6466,38.5450,83.9000,0.6880,38672.0000,1.9559,58.6700,1855600.0000,3.4528,10.4076,2.1994,7.6633,1415.6600,11.0730,7.5015,12456.3200,5.0837,75.1510,37.3643,52.2940,14.9653,3.6175
"21 DIC2004",1.3394,139.8500,1.5403,0.69230,8.9695,7.4338,8.2575,1.6424,1.7476,1.8779,0.8700,0.5788,30.4930,245.0500,4.1021,15.6466,38.5650,83.7500,0.6893,38551.0000,1.9559,58.5410,1862000.0000,3.4528,10.4202,2.1983,7.5914,1413.8700,11.0862,7.5558,12486.3000,5.0894,75.1820,37.2982,52.2660,14.9589,3.6050
"22 DIC2004",1.3384,139.1800,1.5436,0.69905,9.0245,7.4351,8.2830,1.6478,1.7442,1.8735,0.8718,0.5788,30.5630,245.7100,4.0908,15.6466,38.7500,83.5900,0.6895,37946.0000,1.9559,58.7050,1860200.0000,3.4528,10.4143,2.1940,7.5985,1410.2700,11.0779,7.5740,12490.5400,5.0873,75.1370,37.2688,52.2850,14.9619,3.6039
"23 DIC2004",1.3456,139.8800,1.5443,0.70130,9.0275,7.4376,8.2825,1.6656,1.7580,1.8870,0.8731,0.5789,30.6000,245.8800,4.0720,15.6466,38.8100,83.8200,0.6916,38160.0000,1.9559,58.7870,1856190.0000,3.4528,10.4706,2.2048,7.6000,1413.6200,11.1375,7.5740,12499.5900,5.1143,75.6240,37.4530,52.5290,14.9896,3.6512
"24 DIC2004",1.3542,140.2600,1.5458,0.70330,9.0350,7.4406,8.2815,1.6631,1.7587,1.8908,0.8760,0.5787,30.4330,246.2500,4.0757,15.6466,38.8300,83.7900,0.6936,38700.0000,1.9559,59.1590,1854638.0000,3.4528,10.5412,2.2203,7.6377,1419.1300,11.2087,7.5950,12549.2700,5.1443,75.9120,37.6681,52.8100,15.0815,3.6485
"27 DIC2004",1.3527,140.3400,1.5484,0.70360,9.0292,7.4411,8.2650,1.6625,1.7526,1.8861,0.8717,0.5786,30.5550,245.6000,4.0565,15.6466,38.8050,83.7800,0.6936,39648.0000,1.9559,59.2420,1834938.0000,3.4528,10.5289,2.2186,7.6495,1415.8000,11.1963,7.6205,12585.4800,5.1403,75.8930,37.5685,52.7970,15.1015,3.6604
"28 DIC2004",1.3633,140.4900,1.5441,0.70315,8.9870,7.4409,8.2720,1.6562,1.7495,1.8842,0.8790,0.5791,30.5630,245.8800,4.0527,15.6466,38.8450,84.0000,0.6960,39457.0000,1.9559,59.6210,1840700.0000,3.4528,10.5967,2.2272,7.6666,1421.1700,11.2840,7.6350,12711.0900,5.1827,76.7580,37.9082,53.2170,15.2250,3.6641
"29 DIC2004",1.3608,140.7600,1.5426,0.70830,8.9883,7.4361,8.2750,1.6579,1.7477,1.8897,0.8785,0.5796,30.4950,245.7800,4.0650,15.6466,38.7930,84.0900,0.6967,39481.0000,1.9559,59.5160,1849500.0000,3.4528,10.5861,2.2323,7.6746,1416.6600,11.2633,7.6695,12699.6100,5.1735,76.6230,37.9096,53.1990,15.3056,3.6564
"30 DIC2004",1.3604,141.0300,1.5440,0.70880,9.0155,7.4381,8.2435,1.6483,1.7539,1.9015,0.8789,0.5796,30.3950,245.6300,4.0740,15.6466,38.7100,83.7200,0.6980,39465.0000,1.9559,59.4920,1829000.0000,3.4528,10.5794,2.2285,7.7064,1417.0600,11.2600,7.6395,12700.2700,5.1699,76.4940,37.7811,53.0660,15.2767,3.6173
"31 DIC2004",1.3621,139.6500,1.5429,0.70505,9.0206,7.4388,8.2365,1.6416,1.7459,1.8871,0.8775,0.5800,30.4640,245.9700,4.0845,15.6466,38.7450,83.6000,0.6979,39390.0000,1.9559,59.2590,1836200.0000,3.4528,10.5881,2.2262,7.6897,1410.0500,11.2741,7.6650,12653.9100,5.1802,76.5100,37.7879,53.0420,15.2235,3.6201
"03 ENE2005",1.3507,138.8400,1.5444,0.70725,8.9758,7.4371,8.2135,1.6278,1.7329,1.8877,0.8755,0.5800,30.3610,245.5800,4.0774,15.6466,38.6550,83.3900,0.6964,39230.0000,1.9559,58.6930,1.8150,3.4528,10.5055,2.2113,7.5893,1402.1600,11.1797,7.6260,12548.9300,5.1331,75.8810,37.4442,52.6000,15.0677,3.6026
"04 ENE2005",1.3365,138.4900,1.5477,0.70620,9.0385,7.4351,8.2460,1.6254,1.7300,1.8855,0.8699,0.5801,30.3660,245.3800,4.0859,15.6466,38.5700,83.3900,0.6965,38942.0000,1.9559,58.2070,1.8070,3.4528,10.4042,2.1961,7.7314,1387.9600,11.0622,7.5851,12416.5500,5.0789,75.0340,37.0492,52.2710,15.0636,3.5923
"05 ENE2005",1.3224,138.0900,1.5528,0.70485,9.0373,7.4396,8.2835,1.6269,1.7354,1.8963,0.8663,0.5806,30.4290,246.1700,4.1204,15.6466,38.6250,83.2400,0.6965,38666.0000,1.9558,57.9260,1.8329,3.4528,10.3010,2.1823,7.8085,1383.7600,10.9455,7.5758,12313.8700,5.0261,74.3670,36.6639,51.7690,15.0765,3.6037
"06 ENE2005",1.3183,138.3000,1.5498,0.70390,9.0339,7.4400,8.2535,1.6224,1.7314,1.8909,0.8654,0.5804,30.4380,247.9300,4.1192,15.6466,38.6200,83.1500,0.6970,38775.0000,1.9558,57.8800,1.8450,3.4527,10.2754,2.1766,8.0519,1395.9500,10.9116,7.5850,12279.9700,5.0096,73.8910,36.5973,51.8090,15.0224,3.5867
"07 ENE2005",1.3200,138.0600,1.5488,0.70280,9.0298,7.4399,8.2210,1.6226,1.7301,1.8811,0.8651,0.5807,30.3030,248.5800,4.0912,15.6466,38.6080,83.3600,0.6968,39003.0000,1.9558,57.8650,1.8250,3.4528,10.2822,2.1721,8.0036,1387.5800,10.9256,7.5660,12262.1000,5.0174,74.1710,36.6543,51.6790,15.0125,3.5843
"10 ENE2005",1.3103,136.8300,1.5469,0.69780,9.0430,7.4403,8.2270,1.6041,1.7256,1.8865,0.8614,0.5809,30.2450,247.8000,4.0763,15.6466,38.5280,82.9900,0.6969,38671.0000,1.9559,57.3960,1.8155,3.4528,10.2144,2.1573,7.8438,1380.6600,10.8454,7.5650,12173.2000,4.9767,73.5440,36.3559,51.2530,14.7734,3.5383
"11 ENE2005",1.3143,136.7000,1.5470,0.70010,9.0280,7.4397,8.2045,1.5992,1.7260,1.8854,0.8619,0.5811,30.2640,246.4000,4.0666,15.6466,38.6320,82.9100,0.6966,38304.0000,1.9559,57.5690,1.8142,3.4528,10.2479,2.1594,7.8371,1373.5700,10.8785,7.5851,12202.5900,4.9961,73.7250,36.7511,51.3360,14.7640,3.5601
"12 ENE2005",1.3139,135.4700,1.5488,0.69990,9.0550,7.4405,8.1940,1.5997,1.7326,1.8870,0.8620,0.5813,30.4850,247.7500,4.0725,15.6466,38.7000,82.7000,0.6964,38027.0000,1.9559,57.4530,1.8098,3.4528,10.2435,2.1546,7.9278,1369.0800,10.8752,7.5272,12084.5300,4.9942,73.4600,36.6367,51.1770,14.7036,3.5737
"13 ENE2005",1.3232,135.7100,1.5479,0.70300,9.0481,7.4404,8.1860,1.5917,1.7283,1.8759,0.8644,0.5816,30.3890,246.9100,4.0717,15.6466,38.5950,82.5000,0.6965,38132.0000,1.9559,57.7250,1.7968,3.4528,10.3132,2.1557,7.9230,1371.7000,10.9521,7.5358,12095.4200,5.0288,73.6780,36.9136,51.3430,14.8096,3.5757
"14 ENE2005",1.3091,134.3200,1.5491,0.70060,9.0483,7.4398,8.1750,1.5859,1.7242,1.8730,0.8591,0.5818,30.3650,246.9800,4.0626,15.6466,38.5800,82.1700,0.6964,37792.0000,1.9559,57.1600,1.7708,3.4528,10.2051,2.1444,7.9051,1366.0500,10.8354,7.5099,11996.9200,4.9755,73.1140,36.5911,50.7110,14.7369,3.5481
"17 ENE2005",1.3085,133.5200,1.5450,0.70310,9.0432,7.4408,8.1950,1.5883,1.7243,1.8727,0.8581,0.5820,30.3750,246.0800,4.0675,15.6466,38.6080,81.8000,0.6960,37433.0000,1.9559,57.0830,1.7497,3.4528,10.2027,2.1380,7.8939,1355.3400,10.8305,7.5140,11952.5600,4.9729,72.6630,36.7011,50.3050,14.6700,3.5336
"18 ENE2005",1.3060,134.0800,1.5433,0.69780,9.0350,7.4403,8.1610,1.5969,1.7285,1.8764,0.8581,0.5820,30.3780,246.4400,4.0774,15.6466,38.6400,81.4200,0.6960,37450.0000,1.9559,57.0680,1.7464,3.4528,10.1853,2.1367,7.9029,1352.8900,10.8098,7.5010,11959.6400,4.9639,72.6630,36.7392,50.2420,14.6939,3.5389
"19 ENE2005",1.3083,133.9800,1.5416,0.69655,9.0295,7.4398,8.1475,1.5970,1.7145,1.8600,0.8579,0.5820,30.2750,246.5300,4.0811,15.6466,38.6250,81.3800,0.6961,37434.0000,1.9559,57.2140,1.7598,3.4528,10.2031,2.1342,7.8725,1348.7300,10.8288,7.5098,11987.0400,4.9731,72.6660,36.8236,50.3330,14.7098,3.5589
"20 ENE2005",1.2936,133.2200,1.5414,0.69330,9.0217,7.4417,8.1790,1.5934,1.7080,1.8439,0.8536,0.5820,30.3730,246.9800,4.1137,15.6466,38.6800,81.1300,0.6960,38488.0000,1.9559,56.5850,1.7480,3.4528,10.0887,2.1186,7.8845,1336.5500,10.7071,7.5255,11847.4900,4.9176,71.7260,36.4665,49.8620,14.5433,3.5267
"21 ENE2005",1.2963,134.6000,1.5491,0.69530,9.0570,7.4417,8.1970,1.5938,1.6979,1.8305,0.8553,0.5820,30.3730,246.6300,4.0763,15.6466,38.6600,81.4800,0.6962,38564.0000,1.9559,56.7090,1.7505,3.4528,10.1097,2.1257,7.8413,1345.6200,10.7295,7.5545,11868.2400,4.9273,71.9970,36.4184,50.1160,14.6216,3.5072
"24 ENE2005",1.3065,134.3400,1.5441,0.69560,9.0615,7.4425,8.1915,1.5939,1.6995,1.8293,0.8577,0.5821,30.2780,246.3800,4.0750,15.6466,38.6200,81.6300,0.6961,38191.0000,1.9558,57.1820,1.7549,3.4528,10.1891,2.1341,7.7805,1348.7000,10.8139,7.5750,11939.1300,4.9638,72.3470,36.5789,50.2520,14.6971,3.5057
"25 ENE2005",1.3025,134.8500,1.5460,0.69560,9.0701,7.4423,8.2065,1.5994,1.6988,1.8314,0.8567,0.5825,30.1050,245.9800,4.0720,15.6466,38.6130,81.3500,0.6961,37757.0000,1.9558,57.0410,1.7357,3.4528,10.1585,2.1337,7.7314,1343.4000,10.7808,7.5800,11912.2800,4.9499,72.0670,36.4800,50.2150,14.6823,3.4919
"26 ENE2005",1.3005,134.4700,1.5505,0.69270,9.0725,7.4427,8.2280,1.6100,1.6879,1.8209,0.8559,0.5831,30.0200,245.6100,4.0677,15.6466,38.5350,81.3000,0.6961,37635.0000,1.9558,56.8300,1.7353,3.4528,10.1428,2.1259,7.7749,1341.7300,10.7642,7.5525,11895.3700,4.9429,71.9770,36.4867,50.1050,14.6753,3.4803
"27 ENE2005",1.3026,134.7800,1.5468,0.69190,9.0780,7.4424,8.2430,1.6136,1.6847,1.8264,0.8560,0.5832,30.2030,245.3000,4.0596,15.6466,38.4350,81.3200,0.6961,37800.0000,1.9558,56.9430,1.7541,3.4528,10.1588,2.1303,7.7542,1339.3300,10.7816,7.5410,11922.1900,4.9511,71.8230,36.5627,50.1620,14.6870,3.4776
"28 ENE2005",1.3035,134.6900,1.5461,0.69255,9.0875,7.4419,8.2500,1.6167,1.6847,1.8312,0.8571,0.5832,30.2230,245.1300,4.0530,15.6466,38.3380,80.7700,0.6962,37705.0000,1.9558,56.9570,1.7377,3.4528,10.1663,2.1315,7.7643,1334.5200,10.7891,7.5280,11927.8900,4.9551,71.8160,36.6332,50.1500,14.6988,3.4776
"31 ENE2005",1.3035,134.9600,1.5473,0.69120,9.1057,7.4417,8.2600,1.6167,1.6826,1.8301,0.8573,0.5832,30.1400,245.6000,4.0806,15.6466,38.1700,81.1300,0.6961,37519.0000,1.9558,56.9860,1.7420,3.4528,10.1671,2.1334,7.7887,1336.8700,10.7891,7.4955,11952.6600,4.9550,71.8280,36.5302,50.2670,14.6603,3.4324
"01 FEB2005",1.3027,135.1600,1.5516,0.69255,9.0945,7.4404,8.2945,1.6153,1.6896,1.8347,0.8572,0.5832,30.0280,245.2500,4.0501,15.6466,38.1400,80.4700,0.6961,37512.0000,1.9558,56.8960,1.7342,3.4528,10.1610,2.1366,7.8629,1339.0500,10.7824,7.5170,12030.4400,4.9503,71.6810,36.4251,50.3490,14.5575,3.4097
"02 FEB2005",1.3061,135.3000,1.5528,0.69230,9.0763,7.4416,8.2690,1.6126,1.6864,1.8336,0.8578,0.5832,30.0800,245.1800,4.0558,15.6466,38.1200,80.2700,0.6960,37315.0000,1.9558,56.7220,1.7354,3.4528,10.1874,2.1364,7.8795,1342.4700,10.8106,7.5270,12001.5800,4.9653,71.8460,36.5830,50.2410,14.5888,3.4394
"03 FEB2005",1.3001,135.5400,1.5583,0.68940,9.0633,7.4438,8.2600,1.6123,1.6800,1.8250,0.8556,0.5832,30.0650,244.3700,3.9899,15.6466,38.0900,80.6300,0.6962,37298.0000,1.9558,56.4380,1.7216,3.4528,10.1407,2.1288,7.9901,1332.7300,10.7609,7.5460,11962.7900,4.9398,71.4000,36.3791,50.0480,14.5114,3.3722
"04 FEB2005",1.2958,134.7100,1.5591,0.68830,9.0853,7.4435,8.2920,1.6101,1.6835,1.8215,0.8545,0.5830,29.9630,243.7900,3.9810,15.6466,38.0430,81.4800,0.6960,37385.0000,1.9557,56.3120,1.7107,3.4528,10.1060,2.1181,7.9695,1330.7900,10.7253,7.5301,11913.0000,4.9260,70.8760,36.2841,49.7360,14.4764,3.3853
"07 FEB2005",1.2844,133.9800,1.5593,0.68670,9.0723,7.4437,8.3460,1.6086,1.6614,1.8137,0.8504,0.5827,29.9500,243.9800,3.9621,15.6466,38.0700,80.9800,0.6961,37318.0000,1.9559,55.8440,1.6905,3.4528,10.0180,2.1049,7.9488,1318.1800,10.6310,7.5405,11829.9600,4.8794,70.0780,36.1043,49.1020,14.3355,3.3425
"08 FEB2005",1.2764,134.8500,1.5591,0.68760,9.0883,7.4414,8.3960,1.6011,1.6708,1.8267,0.8502,0.5828,29.9510,244.1600,3.9861,15.6466,38.0460,81.1800,0.6960,36952.0000,1.9559,55.7470,1.7008,3.4528,9.9557,2.1046,7.9756,1309.9100,10.5648,7.4950,11857.7600,4.8503,70.2980,35.9801,49.2030,14.3184,3.3221
"09 FEB2005",1.2762,134.8500,1.5575,0.68580,9.0755,7.4418,8.3540,1.5949,1.6647,1.8209,0.8486,0.5831,29.9300,244.3000,4.0207,15.6466,38.0800,80.9200,0.6962,36767.0000,1.9559,55.7550,1.7000,3.4528,9.9541,2.1049,7.9766,1322.7800,10.5631,7.5038,11858.2200,4.8505,69.9810,35.8906,49.3410,14.3180,3.3665
"10 FEB2005",1.2777,135.9600,1.5588,0.68825,9.0910,7.4419,8.4305,1.6016,1.6477,1.8113,0.8503,0.5831,29.9900,244.4600,4.0077,15.6466,38.0800,80.7100,0.6960,36475.0000,1.9559,55.9640,1.7144,3.4528,9.9658,2.1171,7.9808,1319.8600,10.5755,7.5075,11868.0400,4.8559,69.9950,35.9319,49.3860,14.2824,3.3452
"11 FEB2005",1.2855,136.1100,1.5551,0.68970,9.0975,7.4421,8.4220,1.5986,1.6438,1.8076,0.8529,0.5831,30.0650,244.4700,4.0218,15.6466,38.1540,80.9400,0.6959,36024.0000,1.9558,56.3200,1.6982,3.4528,10.0268,2.1249,7.8660,1328.2400,10.6401,7.5250,11917.0500,4.8851,70.4040,36.0935,49.5970,14.3390,3.3689
"14 FEB2005",1.2967,136.2000,1.5545,0.68730,9.0972,7.4439,8.4165,1.5960,1.6471,1.8093,0.8558,0.5831,30.0690,244.2700,4.0110,15.6466,38.1150,81.1300,0.6960,35015.0000,1.9559,56.6360,1.7053,3.4528,10.1138,2.1286,7.8129,1329.3800,10.7328,7.5098,11989.8500,4.9282,70.7140,36.3404,49.7750,14.4410,3.3544
"15 FEB2005",1.3016,136.4200,1.5507,0.68850,9.0706,7.4444,8.3720,1.6052,1.6574,1.8192,0.8589,0.5831,30.0810,244.3300,3.9730,15.6466,38.0930,81.0800,0.6960,36469.0000,1.9559,56.9450,1.7036,3.4528,10.1520,2.1341,7.8627,1336.4800,10.7733,7.5258,12067.7000,4.9456,71.1570,36.4585,49.9500,14.4977,3.3502
"16 FEB2005",1.3040,137.0000,1.5469,0.69135,9.0761,7.4429,8.3590,1.6078,1.6626,1.8237,0.8596,0.5831,30.0620,243.8500,4.0059,15.6466,38.0720,81.0800,0.6960,38339.0000,1.9559,56.9830,1.7126,3.4528,10.1708,2.1377,7.8139,1337.9000,10.7932,7.5255,12115.0900,4.9556,71.7780,36.5161,50.1940,14.5739,3.3866
"17 FEB2005",1.3041,137.8000,1.5485,0.69120,9.1048,7.4436,8.3660,1.6101,1.6597,1.8216,0.8586,0.5831,29.9850,243.2700,4.0014,15.6466,38.1300,81.1200,0.6961,37348.0000,1.9559,57.0500,1.7116,3.4528,10.1717,2.1422,7.7995,1337.6200,10.7940,7.5275,12122.0800,4.9558,71.5390,36.5175,50.2850,14.5372,3.3557
"18 FEB2005",1.3039,137.6300,1.5475,0.68910,9.0914,7.4436,8.2880,1.6051,1.6590,1.8120,0.8595,0.5830,29.8930,243.0500,3.9904,15.6466,38.0500,80.6800,0.6960,36168.0000,1.9559,57.1810,1.7040,3.4528,10.1703,2.1359,7.7296,1335.3200,10.7924,7.4990,12071.3000,4.9564,71.3650,36.4438,50.2870,14.4443,3.3316
"21 FEB2005",1.3055,137.7600,1.5447,0.68910,9.1200,7.4440,8.2855,1.6073,1.6558,1.7979,0.8596,0.5830,29.9220,243.6500,3.9877,15.6466,38.0540,79.9000,0.6961,36034.0000,1.9559,57.1960,1.7062,3.4528,10.1825,2.1379,7.7531,1335.7900,10.8056,7.5210,12102.4500,4.9611,71.7210,36.4754,50.3290,14.4454,3.3617
"22 FEB2005",1.3193,137.4200,1.5380,0.69130,9.0993,7.4432,8.2700,1.6205,1.6639,1.8066,0.8626,0.5830,29.8450,242.9700,3.9674,15.6466,38.0450,80.4300,0.6960,36649.0000,1.9559,57.5810,1.7120,3.4528,10.2894,2.1474,7.7113,1327.0800,10.9198,7.5130,12142.7800,5.0128,72.0590,36.6678,50.6220,14.5575,3.4009
